device_id,timestamp,co,so2,no2,pm1_0,pm2_5,pm10,temperature,humidity,hour,day_of_week,total_gas_load,total_pm_load,co_so2_interaction,gas_pm_interaction,temp_humidity_index,heat_stress_flag,high_humidity_flag,pm2_5_pm10_ratio,pm1_pm2_5_ratio,child_exposure_score,co_risk_level,so2_risk_level,no2_risk_level,pm2_5_risk_level,pm10_risk_level,temperature_risk_level,rule_based_risk_level,rule_based_risk_class,dominant_risk_factor,risk_class
node_01,2026-04-27 17:07:29,0.0,0.0,0.0,7.0,9.0,10.0,29.0,41.5,17,0,0.0,26.0,0.0,0.0,1203.5,0,0,0.8181818181818182,0.7,4.7,0,0,0,0,0,0,0,Safe,none,Safe
node_01,2026-04-27 17:08:23,0.0,0.0,0.0,123.0,151.0,175.0,29.0,40.2,17,0,0.0,449.0,0.0,0.0,1165.8000000000002,0,0,0.8579545454545454,0.8092105263157895,56.7,0,0,0,3,2,0,3,Dangerous,pm2_5,Dangerous
node_01,2026-04-27 17:08:30,0.0,0.0,0.0,7.0,9.0,10.0,29.1,41.6,17,0,0.0,26.0,0.0,0.0,1210.5600000000002,0,0,0.8181818181818182,0.7,4.705,0,0,0,0,0,0,0,Safe,none,Safe
node_01,2026-04-27 17:09:29,0.0,0.0,0.0,123.0,151.0,175.0,29.1,40.0,17,0,0.0,449.0,0.0,0.0,1164.0,0,0,0.8579545454545454,0.8092105263157895,56.705,0,0,0,3,2,0,3,Dangerous,pm2_5,Dangerous
node_01,2026-04-27 17:09:37,0.0,0.0,0.0,7.0,9.0,10.0,29.1,41.8,17,0,0.0,26.0,0.0,0.0,1216.3799999999999,0,0,0.8181818181818182,0.7,4.705,0,0,0,0,0,0,0,Safe,none,Safe
node_01,2026-04-27 17:10:29,0.0,0.0,0.0,123.0,151.0,175.0,29.1,40.1,17,0,0.0,449.0,0.0,0.0,1166.91,0,0,0.8579545454545454,0.8092105263157895,56.705,0,0,0,3,2,0,3,Dangerous,pm2_5,Dangerous
node_01,2026-04-27 17:10:37,0.0,0.0,0.0,7.0,9.0,10.0,29.1,42.3,17,0,0.0,26.0,0.0,0.0,1230.93,0,0,0.8181818181818182,0.7,4.705,0,0,0,0,0,0,0,Safe,none,Safe
node_01,2026-04-27 17:11:31,0.0,0.0,0.0,123.0,151.0,175.0,29.0,40.0,17,0,0.0,449.0,0.0,0.0,1160.0,0,0,0.8579545454545454,0.8092105263157895,56.7,0,0,0,3,2,0,3,Dangerous,pm2_5,Dangerous
node_01,2026-04-27 17:11:38,0.0,0.0,0.0,7.0,9.0,10.0,29.1,42.6,17,0,0.0,26.0,0.0,0.0,1239.66,0,0,0.8181818181818182,0.7,4.705,0,0,0,0,0,0,0,Safe,none,Safe
node_01,2026-04-27 17:12:31,3.0,0.4,0.3,123.0,151.0,175.0,29.1,40.1,17,0,3.6999999999999997,449.0,1.2000000000000002,1661.3,1166.91,0,0,0.8579545454545454,0.8092105263157895,57.595,0,3,3,3,2,0,3,Dangerous,so2,Dangerous
node_01,2026-04-27 17:12:38,0.0,0.0,0.0,7.0,9.0,10.0,29.1,43.0,17,0,0.0,26.0,0.0,0.0,1251.3,0,0,0.8181818181818182,0.7,4.705,0,0,0,0,0,0,0,Safe,none,Safe
node_01,2026-04-27 17:13:31,3.0,0.3,0.2,123.0,151.0,175.0,29.1,40.1,17,0,3.5,449.0,0.8999999999999999,1571.5,1166.91,0,0,0.8579545454545454,0.8092105263157895,57.555,0,3,2,3,2,0,3,Dangerous,so2,Dangerous
node_01,2026-04-27 17:13:45,0.0,0.0,0.0,7.0,9.0,10.0,29.2,43.3,17,0,0.0,26.0,0.0,0.0,1264.36,0,0,0.8181818181818182,0.7,4.71,0,0,0,0,0,0,0,Safe,none,Safe
node_01,2026-04-27 17:14:34,2.0,0.2,0.2,123.0,151.0,175.0,29.1,40.0,17,0,2.4000000000000004,449.0,0.4,1077.6000000000001,1164.0,0,0,0.8579545454545454,0.8092105263157895,57.285,0,3,2,3,2,0,3,Dangerous,so2,Dangerous
node_01,2026-04-27 17:14:46,0.0,0.0,0.0,7.0,9.0,10.0,29.2,43.7,17,0,0.0,26.0,0.0,0.0,1276.04,0,0,0.8181818181818182,0.7,4.71,0,0,0,0,0,0,0,Safe,none,Safe
node_01,2026-04-27 17:15:34,1.0,0.1,0.1,123.0,151.0,175.0,29.1,39.8,17,0,1.2000000000000002,449.0,0.1,538.8000000000001,1158.18,0,0,0.8579545454545454,0.8092105263157895,56.995,0,2,1,3,2,0,3,Dangerous,pm2_5,Dangerous
node_01,2026-04-27 17:15:53,0.0,0.0,0.0,7.0,9.0,10.0,29.2,44.0,17,0,0.0,26.0,0.0,0.0,1284.8,0,0,0.8181818181818182,0.7,4.71,0,0,0,0,0,0,0,Safe,none,Safe
node_01,2026-04-27 17:16:39,0.0,0.0,0.1,123.0,151.0,175.0,29.1,39.6,17,0,0.1,449.0,0.0,44.900000000000006,1152.3600000000001,0,0,0.8579545454545454,0.8092105263157895,56.725,0,0,1,3,2,0,3,Dangerous,pm2_5,Dangerous
node_01,2026-04-27 17:16:55,0.0,0.0,0.0,7.0,9.0,10.0,29.2,44.5,17,0,0.0,26.0,0.0,0.0,1299.3999999999999,0,0,0.8181818181818182,0.7,4.71,0,0,0,0,0,0,0,Safe,none,Safe
node_01,2026-04-27 17:17:40,0.0,0.1,0.0,123.0,151.0,175.0,29.1,39.4,17,0,0.1,449.0,0.0,44.900000000000006,1146.54,0,0,0.8579545454545454,0.8092105263157895,56.725,0,2,0,3,2,0,3,Dangerous,pm2_5,Dangerous
node_01,2026-04-27 17:17:57,0.0,0.0,0.0,7.0,9.0,10.0,29.3,44.6,17,0,0.0,26.0,0.0,0.0,1306.78,0,0,0.8181818181818182,0.7,4.715,0,0,0,0,0,0,0,Safe,none,Safe
node_01,2026-04-27 17:18:41,0.0,0.0,0.0,123.0,151.0,175.0,29.1,39.3,17,0,0.0,449.0,0.0,0.0,1143.6299999999999,0,0,0.8579545454545454,0.8092105263157895,56.705,0,0,0,3,2,0,3,Dangerous,pm2_5,Dangerous
node_01,2026-04-27 17:18:57,0.0,0.0,0.0,7.0,9.0,10.0,29.3,44.8,17,0,0.0,26.0,0.0,0.0,1312.6399999999999,0,0,0.8181818181818182,0.7,4.715,0,0,0,0,0,0,0,Safe,none,Safe
node_01,2026-04-27 17:19:41,0.0,0.0,0.0,123.0,151.0,175.0,29.1,39.4,17,0,0.0,449.0,0.0,0.0,1146.54,0,0,0.8579545454545454,0.8092105263157895,56.705,0,0,0,3,2,0,3,Dangerous,pm2_5,Dangerous
node_01,2026-04-27 17:19:57,0.0,0.0,0.0,7.0,9.0,10.0,29.3,45.0,17,0,0.0,26.0,0.0,0.0,1318.5,0,0,0.8181818181818182,0.7,4.715,0,0,0,0,0,0,0,Safe,none,Safe
node_01,2026-04-27 17:20:45,0.0,0.0,0.0,123.0,151.0,175.0,29.1,39.2,17,0,0.0,449.0,0.0,0.0,1140.72,0,0,0.8579545454545454,0.8092105263157895,56.705,0,0,0,3,2,0,3,Dangerous,pm2_5,Dangerous
node_01,2026-04-27 17:20:58,0.0,0.0,0.0,7.0,9.0,10.0,29.3,45.1,17,0,0.0,26.0,0.0,0.0,1321.43,0,0,0.8181818181818182,0.7,4.715,0,0,0,0,0,0,0,Safe,none,Safe
node_01,2026-04-27 17:21:46,0.0,0.0,0.0,123.0,151.0,175.0,29.1,39.2,17,0,0.0,449.0,0.0,0.0,1140.72,0,0,0.8579545454545454,0.8092105263157895,56.705,0,0,0,3,2,0,3,Dangerous,pm2_5,Dangerous
node_01,2026-04-27 17:21:59,0.0,0.0,0.0,7.0,9.0,10.0,29.4,45.3,17,0,0.0,26.0,0.0,0.0,1331.82,0,0,0.8181818181818182,0.7,4.72,0,0,0,0,0,0,0,Safe,none,Safe
node_01,2026-04-27 17:22:47,0.0,0.0,0.0,123.0,151.0,175.0,29.1,39.1,17,0,0.0,449.0,0.0,0.0,1137.8100000000002,0,0,0.8579545454545454,0.8092105263157895,56.705,0,0,0,3,2,0,3,Dangerous,pm2_5,Dangerous
node_01,2026-04-27 17:22:59,0.0,0.0,0.0,7.0,9.0,10.0,29.4,45.4,17,0,0.0,26.0,0.0,0.0,1334.76,0,0,0.8181818181818182,0.7,4.72,0,0,0,0,0,0,0,Safe,none,Safe
node_01,2026-04-27 17:23:49,0.0,0.0,0.0,123.0,151.0,175.0,29.1,38.9,17,0,0.0,449.0,0.0,0.0,1131.99,0,0,0.8579545454545454,0.8092105263157895,56.705,0,0,0,3,2,0,3,Dangerous,pm2_5,Dangerous
node_01,2026-04-27 17:24:00,0.0,0.0,0.0,7.0,9.0,10.0,29.4,45.4,17,0,0.0,26.0,0.0,0.0,1334.76,0,0,0.8181818181818182,0.7,4.72,0,0,0,0,0,0,0,Safe,none,Safe
node_01,2026-04-27 17:24:50,0.0,0.0,0.0,123.0,151.0,175.0,29.1,38.7,17,0,0.0,449.0,0.0,0.0,1126.17,0,0,0.8579545454545454,0.8092105263157895,56.705,0,0,0,3,2,0,3,Dangerous,pm2_5,Dangerous
node_01,2026-04-27 17:25:00,0.0,0.0,0.0,7.0,9.0,10.0,29.4,45.5,17,0,0.0,26.0,0.0,0.0,1337.7,0,0,0.8181818181818182,0.7,4.72,0,0,0,0,0,0,0,Safe,none,Safe
node_01,2026-04-27 17:25:51,0.0,0.0,0.0,123.0,151.0,175.0,29.1,38.3,17,0,0.0,449.0,0.0,0.0,1114.53,0,0,0.8579545454545454,0.8092105263157895,56.705,0,0,0,3,2,0,3,Dangerous,pm2_5,Dangerous
node_01,2026-04-27 17:26:00,0.0,0.0,0.0,7.0,9.0,10.0,29.4,45.7,17,0,0.0,26.0,0.0,0.0,1343.58,0,0,0.8181818181818182,0.7,4.72,0,0,0,0,0,0,0,Safe,none,Safe
node_01,2026-04-27 17:26:55,0.0,0.0,0.0,123.0,151.0,175.0,29.1,38.6,17,0,0.0,449.0,0.0,0.0,1123.26,0,0,0.8579545454545454,0.8092105263157895,56.705,0,0,0,3,2,0,3,Dangerous,pm2_5,Dangerous
node_01,2026-04-27 17:27:01,0.0,0.0,0.0,7.0,9.0,10.0,29.4,45.7,17,0,0.0,26.0,0.0,0.0,1343.58,0,0,0.8181818181818182,0.7,4.72,0,0,0,0,0,0,0,Safe,none,Safe
node_01,2026-04-27 17:27:56,0.0,0.0,0.0,123.0,151.0,175.0,29.1,38.5,17,0,0.0,449.0,0.0,0.0,1120.3500000000001,0,0,0.8579545454545454,0.8092105263157895,56.705,0,0,0,3,2,0,3,Dangerous,pm2_5,Dangerous
node_01,2026-04-27 17:28:07,0.0,0.0,0.0,7.0,9.0,10.0,29.4,45.7,17,0,0.0,26.0,0.0,0.0,1343.58,0,0,0.8181818181818182,0.7,4.72,0,0,0,0,0,0,0,Safe,none,Safe
node_01,2026-04-27 17:28:56,0.0,0.0,0.0,123.0,151.0,175.0,29.1,38.3,17,0,0.0,449.0,0.0,0.0,1114.53,0,0,0.8579545454545454,0.8092105263157895,56.705,0,0,0,3,2,0,3,Dangerous,pm2_5,Dangerous
node_01,2026-04-27 17:29:14,0.0,0.0,0.0,7.0,9.0,10.0,29.4,45.6,17,0,0.0,26.0,0.0,0.0,1340.6399999999999,0,0,0.8181818181818182,0.7,4.72,0,0,0,0,0,0,0,Safe,none,Safe
node_01,2026-04-27 17:30:03,0.0,0.0,0.0,123.0,151.0,175.0,29.0,38.2,17,0,0.0,449.0,0.0,0.0,1107.8000000000002,0,0,0.8579545454545454,0.8092105263157895,56.7,0,0,0,3,2,0,3,Dangerous,pm2_5,Dangerous
node_01,2026-04-27 17:30:15,0.0,0.0,0.0,7.0,9.0,10.0,29.5,45.7,17,0,0.0,26.0,0.0,0.0,1348.15,0,0,0.8181818181818182,0.7,4.725,0,0,0,0,0,0,0,Safe,none,Safe
node_01,2026-04-27 17:31:03,0.0,0.0,0.0,123.0,151.0,175.0,29.0,38.2,17,0,0.0,449.0,0.0,0.0,1107.8000000000002,0,0,0.8579545454545454,0.8092105263157895,56.7,0,0,0,3,2,0,3,Dangerous,pm2_5,Dangerous
node_01,2026-04-27 17:31:15,0.0,0.0,0.0,7.0,9.0,10.0,29.5,45.7,17,0,0.0,26.0,0.0,0.0,1348.15,0,0,0.8181818181818182,0.7,4.725,0,0,0,0,0,0,0,Safe,none,Safe
node_01,2026-04-27 17:32:04,0.0,0.0,0.0,123.0,151.0,175.0,29.0,37.9,17,0,0.0,449.0,0.0,0.0,1099.1,0,0,0.8579545454545454,0.8092105263157895,56.7,0,0,0,3,2,0,3,Dangerous,pm2_5,Dangerous
node_01,2026-04-27 17:32:15,0.0,0.0,0.0,7.0,9.0,10.0,29.5,46.0,17,0,0.0,26.0,0.0,0.0,1357.0,0,0,0.8181818181818182,0.7,4.725,0,0,0,0,0,0,0,Safe,none,Safe
node_01,2026-04-27 17:33:06,0.0,0.0,0.0,123.0,151.0,175.0,29.0,38.1,17,0,0.0,449.0,0.0,0.0,1104.9,0,0,0.8579545454545454,0.8092105263157895,56.7,0,0,0,3,2,0,3,Dangerous,pm2_5,Dangerous
node_01,2026-04-27 17:33:17,0.0,0.0,0.0,7.0,9.0,10.0,29.5,46.0,17,0,0.0,26.0,0.0,0.0,1357.0,0,0,0.8181818181818182,0.7,4.725,0,0,0,0,0,0,0,Safe,none,Safe
node_01,2026-04-27 17:34:08,3.0,0.7,0.4,123.0,151.0,175.0,29.0,38.1,17,0,4.1000000000000005,449.0,2.0999999999999996,1840.9000000000003,1104.9,0,0,0.8579545454545454,0.8092105263157895,57.67,0,3,3,3,2,0,3,Dangerous,so2,Dangerous
node_01,2026-04-27 17:34:18,0.0,0.0,0.0,7.0,9.0,10.0,29.5,46.0,17,0,0.0,26.0,0.0,0.0,1357.0,0,0,0.8181818181818182,0.7,4.725,0,0,0,0,0,0,0,Safe,none,Safe
node_01,2026-04-27 17:35:09,0.0,0.0,0.0,123.0,151.0,175.0,29.0,38.0,17,0,0.0,449.0,0.0,0.0,1102.0,0,0,0.8579545454545454,0.8092105263157895,56.7,0,0,0,3,2,0,3,Dangerous,pm2_5,Dangerous
node_01,2026-04-27 17:35:24,0.0,0.0,0.0,7.0,9.0,10.0,29.5,46.2,17,0,0.0,26.0,0.0,0.0,1362.9,0,0,0.8181818181818182,0.7,4.725,0,0,0,0,0,0,0,Safe,none,Safe
node_01,2026-04-27 17:36:11,0.0,0.0,0.0,123.0,151.0,175.0,29.0,47.0,17,0,0.0,449.0,0.0,0.0,1363.0,0,0,0.8579545454545454,0.8092105263157895,56.7,0,0,0,3,2,0,3,Dangerous,pm2_5,Dangerous
node_01,2026-04-27 17:36:25,0.0,0.0,0.0,7.0,9.0,10.0,29.5,46.2,17,0,0.0,26.0,0.0,0.0,1362.9,0,0,0.8181818181818182,0.7,4.725,0,0,0,0,0,0,0,Safe,none,Safe
node_01,2026-04-27 17:37:13,0.0,0.0,0.0,123.0,151.0,175.0,29.1,48.6,17,0,0.0,449.0,0.0,0.0,1414.2600000000002,0,0,0.8579545454545454,0.8092105263157895,56.705,0,0,0,3,2,0,3,Dangerous,pm2_5,Dangerous
node_01,2026-04-27 17:38:13,22.0,2.7,2.5,123.0,151.0,175.0,29.3,50.0,17,0,27.2,449.0,59.400000000000006,12212.8,1465.0,0,0,0.8579545454545454,0.8092105263157895,63.255,1,3,3,3,2,0,3,Dangerous,so2,Dangerous
node_01,2026-04-27 17:39:19,30.0,3.2,3.1,123.0,151.0,175.0,29.5,51.9,17,0,36.300000000000004,449.0,96.0,16298.700000000003,1531.05,0,0,0.8579545454545454,0.8092105263157895,65.485,2,3,3,3,2,0,3,Dangerous,so2,Dangerous
node_01,2026-04-27 17:40:24,37.0,3.1,3.4,123.0,151.0,175.0,29.8,51.3,17,0,43.5,449.0,114.7,19531.5,1528.74,0,0,0.8579545454545454,0.8092105263157895,67.28999999999999,2,3,3,3,2,0,3,Dangerous,so2,Dangerous
node_01,2026-04-27 17:41:24,35.0,3.8,3.6,123.0,151.0,175.0,30.0,50.8,17,0,42.4,449.0,133.0,19037.6,1524.0,0,0,0.8579545454545454,0.8092105263157895,66.98,2,3,3,3,2,0,3,Dangerous,so2,Dangerous
node_01,2026-04-27 17:42:31,22.0,2.2,2.2,123.0,151.0,175.0,30.3,50.2,17,0,26.4,449.0,48.400000000000006,11853.599999999999,1521.0600000000002,0,0,0.8579545454545454,0.8092105263157895,63.145,1,3,3,3,2,1,3,Dangerous,so2,Dangerous
node_01,2026-04-27 17:43:31,17.0,1.7,1.7,123.0,151.0,175.0,30.5,50.1,17,0,20.4,449.0,28.9,9159.599999999999,1528.05,0,0,0.8579545454545454,0.8092105263157895,61.705,1,3,3,3,2,1,3,Dangerous,so2,Dangerous
node_01,2026-04-27 17:44:37,14.0,1.6,1.5,123.0,151.0,175.0,30.7,49.8,17,0,17.1,449.0,22.400000000000002,7677.900000000001,1528.86,0,0,0.8579545454545454,0.8092105263157895,60.905,1,3,3,3,2,1,3,Dangerous,so2,Dangerous
node_01,2026-04-27 17:45:39,7.0,0.7,0.7,123.0,151.0,175.0,30.9,49.6,17,0,8.4,449.0,4.8999999999999995,3771.6000000000004,1532.6399999999999,0,0,0.8579545454545454,0.8092105263157895,58.825,0,3,3,3,2,1,3,Dangerous,so2,Dangerous
node_01,2026-04-27 17:46:42,4.0,0.4,0.4,123.0,151.0,175.0,31.2,49.7,17,0,4.800000000000001,449.0,1.6,2155.2000000000003,1550.64,0,0,0.8579545454545454,0.8092105263157895,57.97,0,3,3,3,2,1,3,Dangerous,so2,Dangerous
node_01,2026-04-27 17:47:42,8.0,0.8,0.8,123.0,151.0,175.0,31.4,49.5,17,0,9.600000000000001,449.0,6.4,4310.400000000001,1554.3,0,0,0.8579545454545454,0.8092105263157895,59.14,0,3,3,3,2,1,3,Dangerous,so2,Dangerous
node_01,2026-04-27 17:48:45,5.0,0.5,0.5,123.0,151.0,175.0,31.5,48.7,17,0,6.0,449.0,2.5,2694.0,1534.0500000000002,0,0,0.8579545454545454,0.8092105263157895,58.275000000000006,0,3,3,3,2,1,3,Dangerous,so2,Dangerous
node_01,2026-04-27 17:49:45,3.0,0.3,0.3,123.0,151.0,175.0,31.7,47.8,17,0,3.5999999999999996,449.0,0.8999999999999999,1616.3999999999999,1515.2599999999998,0,0,0.8579545454545454,0.8092105263157895,57.705,0,3,3,3,2,1,3,Dangerous,so2,Dangerous
node_01,2026-04-27 17:50:46,3.0,0.3,0.3,123.0,151.0,175.0,31.8,47.7,17,0,3.5999999999999996,449.0,0.8999999999999999,1616.3999999999999,1516.8600000000001,0,0,0.8579545454545454,0.8092105263157895,57.71,0,3,3,3,2,1,3,Dangerous,so2,Dangerous
node_01,2026-04-27 17:51:51,2.0,0.2,0.2,123.0,151.0,175.0,32.0,47.0,17,0,2.4000000000000004,449.0,0.4,1077.6000000000001,1504.0,0,0,0.8579545454545454,0.8092105263157895,57.43,0,3,2,3,2,1,3,Dangerous,so2,Dangerous
node_01,2026-04-27 17:52:53,1.0,0.1,0.1,123.0,151.0,175.0,32.2,46.7,17,0,1.2000000000000002,449.0,0.1,538.8000000000001,1503.7400000000002,0,0,0.8579545454545454,0.8092105263157895,57.15,0,2,1,3,2,1,3,Dangerous,pm2_5,Dangerous
node_01,2026-04-27 17:53:54,1.0,0.1,0.1,123.0,151.0,175.0,32.3,46.6,17,0,1.2000000000000002,449.0,0.1,538.8000000000001,1505.1799999999998,0,0,0.8579545454545454,0.8092105263157895,57.155,0,2,1,3,2,1,3,Dangerous,pm2_5,Dangerous
node_01,2026-04-27 17:55:00,1.0,0.1,0.1,123.0,151.0,175.0,32.4,46.4,17,0,1.2000000000000002,449.0,0.1,538.8000000000001,1503.36,0,0,0.8579545454545454,0.8092105263157895,57.16,0,2,1,3,2,1,3,Dangerous,pm2_5,Dangerous
